Season,Intercept,OtherAgriculture_Proximate,Impermeable_Proximate,SpeciesRichness_FM,log(ShannonDiversity_FM),TotalPlantCover_FM,df,logLik,AICc,delta,weight,BareSoil_Proximate,Weedy_Proximate,Alfalfa_MostDistant,Impermeable_MostDistant,log(AllAph + 1),Alfalfa_Intermediate,ShannonDiversity_Intermediate,Weedy_Intermediate,OtherAgriculture_Constant,ShannonDiversity_Constant
Spring,1.0042663033921593,-1.2770402064389141,NA,NA,-0.6957083781742386,NA,7,-199.65789960972313,414.85004579478874,0,0.204049346415121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.546233584138584,NA,NA,NA,NA,NA,5,-202.63042027749395,416.0608405549879,1.2107947601991782,0.111381860119806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0468966751758078,-1.1811481727882458,NA,-0.622463660852635,NA,NA,7,-200.40855131286605,416.3513492010746,1.5013034062858424,0.0963232917037149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.546651689288412,NA,NA,NA,-0.3816659259505208,NA,6,-201.64536275492227,416.4258606449797,1.575814850190966,0.0928007232764293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.545412853909559,NA,NA,NA,NA,0.336988633295369,6,-201.89101317132398,416.9171614777831,2.0671156829943698,0.0725883192698989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5475155357819248,NA,NA,-0.3270909567250282,NA,NA,6,-201.92985070995024,416.99483655503565,2.144790760246906,0.069823210186817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5456253237539832,NA,NA,NA,-0.3423899819692223,0.28910782384087624,7,-200.9746813916734,417.4836093586893,2.633563563900566,0.0546844874971427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5067928149775032,NA,-0.29408605375679775,NA,-0.43561895444457677,NA,7,-201.14671889132512,417.8276843579927,2.977638563203982,0.0460414729964131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5465517118192533,NA,NA,-0.3010451622505716,NA,0.3092706942719231,7,-201.19224366581008,417.91873390696264,3.068688112173902,0.0439924400758142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.3936053213042323,-0.35810584807920093,NA,NA,NA,NA,6,-202.48113631555486,418.0974077662449,3.2473619714561437,0.0402327311905185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5216945588965163,NA,-0.1776949649455807,NA,NA,NA,6,-202.48503652367026,418.1052081824757,3.255162387686937,0.0400761207709641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5439840353162382,NA,NA,0.8323184090713205,-1.192496902341019,NA,7,-201.36092467816871,418.2560959316799,3.4060501368911673,0.0371638602472578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5105998487379113,NA,-0.2725721915409977,-0.37579922069352484,NA,NA,7,-201.52838153347426,418.591009642291,3.7409638475022575,0.0314336801725918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.426959445914606,-0.27807467038700623,NA,NA,NA,0.3237631019733912,7,-201.7864013029041,419.10704918115067,4.25700338636193,0.02428503132295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.5327489053096508,NA,-0.09263486325808827,NA,NA,0.31731091860093014,7,-201.84763488370567,419.2295163427538,4.37947054796507,0.022842585634663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.4449727262251522,-0.20778067075277057,-0.09200138662479701,NA,NA,NA,7,-202.46822121588377,420.47068900711,5.6206432123212835,0.0122808391198975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.21124908894159905,NA,NA,NA,NA,NA,7,-103.18208022905603,221.89840703345453,0,0.398448079766545,-0.29290308409945587,0.8037807964744074,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.20691202803383182,NA,NA,NA,NA,NA,6,-104.64846714574057,222.43206942661627,0.5336623931617339,0.305132468111168,NA,0.7369238520254141,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.21041526661405574,NA,NA,-0.03771015705064282,NA,NA,7,-104.61220844336789,224.75866346207823,2.8602564286236998,0.0953399558085236,NA,0.7549749476645464,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.20407451458841697,NA,NA,NA,NA,-0.031123330317293037,7,-104.61804502378699,224.77033662291643,2.8719295894618995,0.0947851172443216,NA,0.7299712059864055,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.20936405961070856,NA,NA,NA,-0.021709061046030678,NA,7,-104.63753457373737,224.8093157228172,2.910908689362657,0.0929556832970895,NA,0.7471072148815869,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12556806690593686,NA,NA,NA,NA,NA,5,-110.1807116022609,231.1614232045218,9.263016171067278,0.00388090787645151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12357313089800132,NA,NA,NA,0.16256116065794254,NA,6,-109.89180447269281,232.91874408052075,11.02033704706622,0.0016118920527401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.13051230992937793,NA,NA,NA,NA,NA,6,-109.9004561879594,232.93604751105394,11.03764047759941,0.00159800657487281,-0.16992222612561228,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12352969487314351,NA,NA,0.13939602598591777,NA,NA,6,-109.96784648198759,233.07082809911032,11.172421065655783,0.00149386492017381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12585955087599537,NA,NA,NA,NA,-0.06946370834977036,6,-110.12771384542286,233.39056282598085,11.492155792526319,0.00127315656919584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12868824287339775,NA,NA,NA,0.19168010081594095,NA,7,-109.48902286877994,234.51229231290233,12.6138852794478,0.000726609969053096,-0.19823891524495724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12842769455896125,NA,NA,0.16245322421959865,NA,NA,7,-109.60356366546158,234.7413739062656,12.842966872811076,0.000647973009287365,-0.1899909848109304,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.13266730165554774,NA,NA,NA,NA,-0.15380364607765748,7,-109.66437293163145,234.86299243860537,12.964585405150842,0.000609744353670757,-0.23047416398203013,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12439952879605837,NA,NA,-0.31134716770139453,0.4669371357655326,NA,7,-109.82819932165408,235.19064521865062,13.292238185196084,0.000517605509245337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12380076229105198,NA,NA,NA,0.15739018071891936,-0.058659423461879426,7,-109.85118676516944,235.23662010568137,13.338213072226836,0.000505842797147257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.12376060410590488,NA,NA,0.13641616858258698,NA,-0.06535810858468767,7,-109.91812253884822,235.37049165303893,13.472084619584393,0.000473092140514935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0469874120654226,NA,NA,NA,NA,NA,7,-144.89720050005457,305.3286475754516,0,0.874845676985718,-0.39758732995415297,0.6159042194030238,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0356696672390437,NA,NA,NA,NA,NA,6,-149.16614764745083,311.4674304300368,6.138782854585202,0.0406360691268388,NA,0.5135628768456629,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0399581124995,NA,NA,NA,NA,0.13972675493122233,7,-148.5724261141358,312.67909880361407,7.350451228162456,0.0221718149977098,NA,0.5344382517197978,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0389714344721284,NA,NA,NA,-0.060816663417188804,NA,7,-149.08045890274224,313.69516438082695,8.36651680537534,0.0133402942632142,NA,0.5423158652091061,NA,NA,NA,NA,NA,NA,NA,NA
Spring,1.0356321420457555,NA,NA,9.32322461803413e-4,NA,NA,7,-149.16612695386834,313.86650048307916,8.537852907627553,0.0122450411117462,NA,0.5131411958507558,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9408910985986918,NA,NA,NA,NA,NA,5,-151.9319569141656,314.6639138283312,9.335266252879592,0.00821871914543815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9430032783121977,NA,NA,NA,NA,NA,6,-150.85567912065778,314.8464933764507,9.517845800999112,0.00750166203864405,-0.2833384664369837,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9472396036358863,NA,NA,0.16070191766033515,NA,NA,7,-150.43354717318906,316.4013409217206,11.072693346268977,0.00344767754331891,-0.30551928814754975,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9409543690409291,NA,NA,NA,NA,0.11783537655820765,6,-151.74544911290565,316.62603336094645,11.29738578549484,0.00308130931490235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9434819468574578,NA,NA,0.1135301818527678,NA,NA,6,-151.7618162829222,316.6587677009796,11.33012012552797,0.00303128747610868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9455031262226067,NA,NA,NA,0.12501486821407198,NA,7,-150.61103117236965,316.7563089200818,11.427661344630167,0.00288699690700752,-0.30517115509525716,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9420753310471556,NA,NA,NA,0.06917442907277782,NA,6,-151.87024791338146,316.8756309618981,11.54698338644647,0.00271979309233582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9429905415078363,NA,NA,NA,NA,0.012642715171831524,7,-150.85348954445053,317.24122566424353,11.912578088791918,0.00226541611489669,-0.27810662527201396,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9477258113868763,NA,NA,0.8573453379994505,-0.7661780010952015,NA,7,-151.30189940476603,318.13804538487454,12.809397809422933,0.00144679186298283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.943882289916229,NA,NA,0.12269628381828351,NA,0.12461014036816727,7,-151.5394446397347,318.6131358548119,13.28448827936029,0.00114088395602771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,0.9424651532235093,NA,NA,NA,0.08448435156609294,0.12670373769167043,7,-151.65089056450358,318.83602770434965,13.507380128898035,0.00102056606311052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,-0.22698901691080325,NA,NA,NA,NA,NA,6,-132.978091913732,279.09131896259913,0,0.564231707603463,NA,NA,NA,-1.2073081598367428,NA,NA,NA,NA,NA,NA
Spring,-0.2729863799534977,NA,NA,NA,-0.861150179767356,NA,6,-134.08675468127927,281.3086444976937,2.2173255350945738,0.18619643687827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,-0.30074648779424556,NA,NA,NA,NA,NA,5,-135.93200385381752,282.66400770763505,3.5726887450359186,0.0945492273965894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,-0.27653328760265566,NA,NA,-0.6743886982634087,NA,NA,6,-134.91339506314884,282.96192526143284,3.8706062988337067,0.0814640522941073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,-0.2838884999387935,NA,NA,NA,NA,0.4433457335576975,6,-135.52813844814222,284.1914120314196,5.100093068820456,0.0440541016610158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,-0.291819187191271,NA,NA,NA,NA,NA,6,-135.92901499143863,284.9931651180124,5.9018461554132955,0.0295044741665542,NA,NA,-0.041906694913838506,NA,NA,NA,NA,NA,NA,NA
Spring,1.1547585230643282,NA,NA,NA,NA,NA,6,-299.29564018831303,611.7264155117612,0,0.334991719760696,NA,NA,NA,NA,0.4034518028297892,NA,NA,NA,NA,NA
Spring,1.3176482813898478,NA,NA,NA,0.30006321499277855,NA,7,-298.4977283406164,612.5297032565752,0.8032877448140425,0.224182833964134,NA,NA,NA,NA,0.37339708397868676,NA,NA,NA,NA,NA
Spring,1.116565348000223,NA,NA,NA,NA,-0.2585202295888505,7,-298.64056723830237,612.8153810519472,1.0889655401859955,0.19434269005017,NA,NA,NA,NA,0.41066748831533767,NA,NA,NA,NA,NA
Spring,1.2677053087886265,NA,NA,0.1923765906749223,NA,NA,7,-298.98697894302893,613.5082044614003,1.7817889496391217,0.13744328228944,NA,NA,NA,NA,0.3825451796173447,NA,NA,NA,NA,NA
Spring,1.1245893257854285,NA,-0.0991972031164328,NA,NA,NA,7,-299.2265797475407,613.9874060704238,2.2609905586626837,0.10815988348593,NA,NA,NA,NA,0.4063481989366025,NA,NA,NA,NA,NA
Spring,3.3409429979750387,NA,NA,NA,0.6192069514155392,NA,6,-306.56630854425833,626.2677522236518,14.541336711890608,0.000233035950912276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3398065955688216,NA,NA,0.5441298939250182,NA,NA,6,-307.1894045345332,627.5139442042015,15.787528692440333,0.000124972879173459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3399824620344747,NA,NA,-1.046996860397649,1.6378373210739605,NA,7,-306.0772238705824,627.6886943165072,15.962278804746006,0.000114516817621205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.341110345137636,NA,NA,NA,0.597119434923397,-0.17500210121877585,7,-306.3258663737698,628.1859793228821,16.459563811120915,8.93069388730142e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.365882090530662,NA,0.16351689489892202,NA,0.6533742973070781,NA,7,-306.4128004894704,628.3598475542832,16.63343204252203,8.1871019183059e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3334847977627464,NA,NA,NA,NA,NA,5,-308.8386339210597,628.4772678421193,16.750852330358157,7.72027384220939e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3400389269264212,NA,NA,0.5275478976131653,NA,-0.20840042275133636,7,-306.8877488186135,629.3097442125694,17.583328700808238,5.09169942442587e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3597868549191796,NA,0.13225476957423712,0.5698906113061556,NA,NA,7,-307.10197808455047,629.7382027444434,18.011787232682195,4.10983295460742e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3334685331046674,NA,NA,NA,NA,-0.25036611613562215,6,-308.53377747767587,630.2026900904868,18.47627457872568,3.25808210534763e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.33215108665156,NA,-0.009080515860380394,NA,NA,NA,6,-308.8383353781895,630.8118058915142,19.085390379752994,2.40267046014638e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.3214043104934965,NA,-0.08184592888081983,NA,NA,-0.26742420970081443,7,-308.5092535539432,632.5527536832288,20.826338171467683,1.0061255998618e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.3064569579256924,NA,NA,NA,NA,0.5009342368735015,7,-109.73995004559418,235.91468269988403,0,0.254507745968083,NA,NA,NA,NA,NA,NA,0.18448912456616914,NA,NA,NA
Fall,1.3476303682599058,NA,NA,NA,NA,NA,7,-109.86017165474286,236.15512591818137,0.24044321829734372,0.225678103327555,NA,NA,NA,NA,NA,1.4726772977883569,1.4611829545741373,NA,NA,NA
Fall,1.2812414412595126,NA,NA,NA,NA,0.46442198293682424,6,-111.26682617460807,236.32088639176933,0.4062036918853096,0.207727977978914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2913655161718753,NA,NA,NA,NA,0.5248311697645152,7,-110.64977847474611,237.73433955818788,1.8196568583038584,0.102463111131231,NA,NA,NA,NA,NA,-0.14193756885453376,NA,NA,NA,NA
Fall,1.2803231815231135,NA,NA,-0.05471231412231134,NA,0.48761943383216194,7,-111.19502081808406,238.82482424486378,2.9101415449797514,0.0593979966317389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2807653008334963,NA,NA,NA,-0.024804871773140592,0.46927428028432305,7,-111.25049443323243,238.93577147516052,3.021088775276496,0.0561927016120962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2707369675798497,NA,NA,NA,NA,NA,5,-114.34434335221202,239.93868670442404,4.024004004540018,0.0340329532776937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2835333082679865,NA,NA,NA,NA,NA,6,-114.20532072998927,242.19787550253173,6.283192802647704,0.0109982357132219,NA,NA,NA,NA,NA,NA,0.11605253223940246,NA,NA,NA
Fall,1.272019335570866,NA,NA,0.12526194316864023,NA,NA,6,-114.21218075267419,242.21159554790157,6.296912848017541,0.0109230457639829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.268019833603039,NA,NA,NA,NA,NA,6,-114.31742232725277,242.42207869705874,6.5073959971747115,0.00983191053609164,NA,NA,NA,NA,NA,0.05283105459887822,NA,NA,NA,NA
Fall,1.2710518443856207,NA,NA,NA,0.040571118790031786,NA,6,-114.33093844086781,242.44911092428882,6.534428224404792,0.00969991535661324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2742913384565855,NA,NA,1.0630245867819366,-0.982295708259016,NA,7,-113.43702548343802,243.3088335755717,7.3941508756876715,0.00631075823719689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.2658843408575229,NA,NA,0.19394621036352408,NA,NA,7,-114.05890269272079,244.55258799413724,8.637905294253216,0.00338847044844661,NA,NA,NA,NA,NA,0.1364262805007581,NA,NA,NA,NA
Fall,1.2808345901340794,NA,NA,0.08802345287730708,NA,NA,7,-114.14958819644498,244.73395900158562,8.819276301701592,0.00309470665297818,NA,NA,NA,NA,NA,NA,0.083381832482537,NA,NA,NA
Fall,1.2846143591080537,NA,NA,NA,-0.02733449760793424,NA,7,-114.20047556629574,244.83573374128713,8.921051041403103,0.00294116496907494,NA,NA,NA,NA,NA,NA,0.12784099700702378,NA,NA,NA
Fall,1.2657451465886758,NA,NA,NA,0.11491930202806985,NA,7,-114.24566902671684,244.92612066212934,9.01143796224531,0.00281120239508147,NA,NA,NA,NA,NA,0.11537191395649948,NA,NA,NA,NA
Fall,-0.710663978790904,NA,NA,NA,NA,0.3149464296577068,7,-85.94131666929161,188.31741594727887,0,0.565768396479721,NA,NA,NA,NA,NA,NA,NA,0.8457502241504332,NA,NA
Fall,-0.6314148991579942,NA,NA,NA,NA,NA,6,-88.14875248798086,190.0847390185149,1.767323071236035,0.233813377555039,NA,NA,NA,NA,NA,NA,NA,0.7832867392588204,NA,NA
Fall,-0.6221813801421481,NA,NA,NA,-0.17310292147843875,NA,7,-87.66419548722087,191.7631735831374,3.445757635858513,0.101018733822527,NA,NA,NA,NA,NA,NA,NA,0.7342119724718111,NA,NA
Fall,-0.6297842794861892,NA,NA,-0.06618802625042307,NA,NA,7,-88.07887630834023,192.5925352253761,4.275119278097236,0.0667280338293712,NA,NA,NA,NA,NA,NA,NA,0.7699011848374602,NA,NA
Fall,-0.6242443310668471,NA,NA,NA,NA,NA,5,-92.4965990142198,196.2431980284396,7.925782081160719,0.010754171871738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.624286275336506,NA,NA,NA,-0.47425453067537965,NA,6,-91.80061972909792,197.38847350074903,9.071057553470155,0.00606573683205912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6433095447005238,NA,NA,1.8079153737324782,-2.224563019852154,NA,7,-90.72914477606489,197.89307216082543,9.575656213546551,0.00471315103638256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6223336648105694,NA,NA,-0.30601487038070807,NA,NA,6,-92.22081746790823,198.22886897836966,9.911453031090787,0.00398468509054322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6307153202611772,NA,NA,NA,NA,0.21077133901405,6,-92.36940055667333,198.52603515589985,10.208619208620973,0.00343451319530451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6352668306272417,NA,NA,NA,-0.5170825308296036,0.2832532980082078,7,-91.51881162795435,199.47240586460435,11.15498991732548,0.00213975180278214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6344693903918306,NA,NA,-0.44983228354977056,NA,0.37994749207866796,7,-91.82242574457281,200.07963409784128,11.762218150562404,0.00157944848453268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.8641523574076895,NA,NA,NA,NA,NA,6,-47.46339201540006,108.71401807335332,0,0.305175249060092,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7543024946756481
Fall,-0.6568025560189277,NA,NA,-0.8224469610456012,NA,NA,6,-48.706073060391745,111.19938016333668,2.4853620899833686,0.0880764470364657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.9022025337355767,NA,NA,NA,0.20034296212701194,NA,7,-47.407356736777494,111.24949608225063,2.5354780088973143,0.0858968531316609,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9188569552944819
Fall,-0.8752388416198867,NA,NA,NA,NA,-0.09243137123819131,7,-47.41270212317741,111.26018685505048,2.546168781697162,0.0854389262495661,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7626693109719873
Fall,-0.9588048067354179,NA,NA,NA,NA,NA,7,-47.44083123880089,111.31644508629742,2.602427012944105,0.0830690917470498,NA,NA,NA,NA,NA,NA,NA,NA,-0.186963722245059,-0.7399971229329961
Fall,-1.338238689529288,NA,NA,-0.8036627624101187,NA,NA,7,-47.44778199664786,111.33034660199138,2.616328528638064,0.0824937006245,NA,NA,NA,NA,NA,NA,NA,NA,-1.2760304453856486,NA
Fall,-0.8723104232920476,NA,NA,0.038454566723902954,NA,NA,7,-47.461251156782126,111.35728492225991,2.643266848906592,0.0813900292096947,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7854940868560218
Fall,-0.6617450526505708,NA,NA,NA,-0.782850356967592,NA,6,-49.08258602265525,111.9524060878637,3.2383880145103774,0.0604424813557824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.3236199539514064,NA,NA,NA,-0.7730224248779545,NA,7,-47.92267034936399,112.28012330742362,3.5661052340703066,0.0513073276748897,NA,NA,NA,NA,NA,NA,NA,NA,-1.220094791051862,NA
Fall,-0.6445456044571894,NA,NA,-0.8241697520103156,NA,0.1541900693704208,7,-48.578521639940135,113.59182588857593,4.87780781522261,0.0266285058656541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6561275500621769,NA,NA,-0.8888856934642486,0.06566179684454752,NA,7,-48.70386229736344,113.84250720342254,5.128489130069227,0.0234915700059642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.6635473059515468,NA,NA,NA,-0.7841252975117464,-0.028415617056978544,7,-49.078207929912644,114.59119846852093,5.877180395167613,0.0161560727569772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.5549624111301672,NA,NA,NA,NA,NA,5,-52.80348818054557,116.85697636109114,8.142958287737827,0.00520389328869523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.2257558174206507,NA,NA,NA,NA,NA,6,-52.13327158303928,118.05377720863176,9.339759135278442,0.00286052916669935,NA,NA,NA,NA,NA,NA,NA,NA,-1.3238313297002877,NA
Fall,-0.5568085411222776,NA,NA,NA,NA,-0.10134513435276944,6,-52.77455569313907,119.33634542883134,10.62232735547802,0.00150639973273139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-1.289999697907073,NA,NA,NA,NA,-0.19695536062506327,7,-52.00793363808207,120.45064988485979,11.73663181150647,0.000862923093577393,NA,NA,NA,NA,NA,NA,NA,NA,-1.4458024277632868,NA
Fall,-0.1713404576578364,0.8313546942099175,NA,NA,NA,NA,7,-131.95800459973822,280.35079180817206,0,0.416408554534864,NA,NA,NA,NA,0.36282326209776555,NA,NA,NA,NA,NA
Fall,-0.42987865412198034,NA,NA,NA,NA,NA,6,-134.32008559468997,282.4274052319331,2.076613423761046,0.147430985103924,NA,NA,NA,NA,0.3028102413675901,NA,NA,NA,NA,NA
Fall,0.8242406174981759,NA,NA,1.8239487213351495,-2.213670558120802,NA,7,-133.52029123197178,283.4753650726392,3.1245732644671307,0.0873026003113495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,-0.2950566456129634,NA,NA,NA,-0.29539077206087694,NA,7,-133.56390413330826,283.56259087531214,3.2117990671400776,0.0835769151167777,NA,NA,NA,NA,0.2726859736894545,NA,NA,NA,NA,NA
Fall,-0.4955599292529677,NA,NA,NA,NA,0.18560018249294094,7,-134.00628109505533,284.4473447988063,4.096552990634223,0.053698785520019,NA,NA,NA,NA,0.3149789741777606,NA,NA,NA,NA,NA
Fall,-0.36644439773013054,NA,NA,-0.1592187995710158,NA,NA,7,-134.10703626588634,284.6488551404683,4.298063332296238,0.048551991546125,NA,NA,NA,NA,0.2890356572220099,NA,NA,NA,NA,NA
Fall,0.8435171987265034,NA,NA,NA,NA,NA,5,-137.0773650356276,285.4047300712552,5.0539382630831255,0.0332713860234571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8544571792942679,NA,NA,NA,-0.4720803750867051,NA,6,-135.9563223618925,285.69987876633814,5.349086958166083,0.0287064949338687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.3839756926509752,1.013473581293939,NA,NA,NA,NA,6,-135.9576173987879,285.702468840129,5.3516770319569105,0.0286693430255297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8510380572567059,NA,NA,-0.3019572127540316,NA,NA,6,-136.66684283793907,287.1209197184313,6.770127910259248,0.0141060378978798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.203561706903608,0.6568349988724524,NA,NA,-0.29859902391098414,NA,7,-135.5412302741789,287.51724315705343,7.166451348881367,0.0115702969468814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.4054698902338412,1.0793175808059474,NA,NA,NA,0.23888363819655162,7,-135.5808511985698,287.59648500583523,7.245693197663172,0.0111208339524026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8413794408493355,NA,NA,NA,-0.5027552909557681,0.23943246057871892,7,-135.59976485699715,287.63431232268994,7.283520514517875,0.0109124749245986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8363119646779497,NA,NA,NA,NA,0.1760560832390271,6,-136.9450524468058,287.67733893616474,7.326547127992683,0.0106802187610356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.3376863284166374,0.9210424527576857,NA,-0.08677022738769528,NA,NA,7,-135.92134024210173,288.2774630928991,7.9266712847270355,0.00791160950399723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,0.8385545643991306,NA,NA,-0.4209372018782689,NA,0.329510790873359,7,-136.1844247252503,288.8036320591962,8.452840251024156,0.0060814718972905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
